branch,stem,status,ct_out,mask_out,ct_shape,mask_shape,ct_dtype,mask_dtype,error
Segmented Scans,07223e2a2d,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/07223e2a2d.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/07223e2a2d.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,07299832a8,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/07299832a8.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/07299832a8.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,073,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/073.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/073.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Segmented Scans,074,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/074.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/074.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Segmented Scans,075,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/075.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/075.npy,"(26, 512, 512)","(26, 512, 512)",float32,uint8,
Segmented Scans,076,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/076.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/076.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,077,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/077.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/077.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,078,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/078.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/078.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,079,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/079.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/079.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,080,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/080.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/080.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,081,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/081.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/081.npy,"(29, 512, 512)","(29, 512, 512)",float32,uint8,
Segmented Scans,08154d6b7b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/08154d6b7b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/08154d6b7b.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,081931f2ec,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/081931f2ec.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/081931f2ec.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Segmented Scans,081c820129,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/081c820129.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/081c820129.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,082,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/082.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/082.npy,"(33, 512, 512)","(33, 512, 512)",float32,uint8,
Segmented Scans,083,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/083.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/083.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,084,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/084.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/084.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,085,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/085.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/085.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,08583accc5,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/08583accc5.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/08583accc5.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,085ade34b2,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/085ade34b2.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/085ade34b2.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,086,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/086.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/086.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,087,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/087.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/087.npy,"(27, 512, 512)","(27, 512, 512)",float32,uint8,
Segmented Scans,088,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/088.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/088.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,089,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/089.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/089.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,090,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/090.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/090.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,091,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/091.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/091.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,092,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/092.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/092.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,093,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/093.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/093.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,094,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/094.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/094.npy,"(25, 512, 512)","(25, 512, 512)",float32,uint8,
Segmented Scans,094a0e8f72,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/094a0e8f72.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/094a0e8f72.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,095,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/095.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/095.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,096,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/096.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/096.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,097,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/097.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/097.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,098,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/098.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/098.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,099,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/099.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/099.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Segmented Scans,0c62321b92,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/0c62321b92.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/0c62321b92.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,0e01b85a24,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/0e01b85a24.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/0e01b85a24.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,0f872bac4e,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/0f872bac4e.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/0f872bac4e.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,100,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/100.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/100.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,1010f40806,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1010f40806.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1010f40806.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,102415070c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/102415070c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/102415070c.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,105ec70b1d,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/105ec70b1d.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/105ec70b1d.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,10be14d6e3,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/10be14d6e3.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/10be14d6e3.npy,"(31, 512, 512)","(31, 512, 512)",float32,uint8,
Segmented Scans,10d45dd698,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/10d45dd698.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/10d45dd698.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1139dc270b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1139dc270b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1139dc270b.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,11930cf46b,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/11930cf46b.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/11930cf46b.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,121eb4361c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/121eb4361c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/121eb4361c.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,121f7ca3da,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/121f7ca3da.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/121f7ca3da.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,122d538829,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/122d538829.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/122d538829.npy,"(24, 512, 512)","(24, 512, 512)",float32,uint8,
Segmented Scans,1252c234c1,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1252c234c1.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1252c234c1.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,1261b67249,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1261b67249.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1261b67249.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,128d656c66,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/128d656c66.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/128d656c66.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,12e6f536e4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/12e6f536e4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/12e6f536e4.npy,"(42, 512, 512)","(42, 512, 512)",float32,uint8,
Segmented Scans,1368fe2097,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1368fe2097.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1368fe2097.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Segmented Scans,1373e5cb78,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1373e5cb78.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1373e5cb78.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,137a44b6c4,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/137a44b6c4.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/137a44b6c4.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,13ea177db6,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/13ea177db6.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/13ea177db6.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,157c823b27,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/157c823b27.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/157c823b27.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,157f6cb4db,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/157f6cb4db.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/157f6cb4db.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,163f52da8a,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/163f52da8a.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/163f52da8a.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,1661503f74,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1661503f74.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1661503f74.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,1695d14ef3,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1695d14ef3.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1695d14ef3.npy,"(42, 512, 512)","(42, 512, 512)",float32,uint8,
Segmented Scans,16c163fa19,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/16c163fa19.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/16c163fa19.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,16ea2bcef7,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/16ea2bcef7.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/16ea2bcef7.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,17014b11f1,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/17014b11f1.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/17014b11f1.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,172ae18e3e,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/172ae18e3e.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/172ae18e3e.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1908f0cd50,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1908f0cd50.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1908f0cd50.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,190e9d8e3c,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/190e9d8e3c.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/190e9d8e3c.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,19301f3a01,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/19301f3a01.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/19301f3a01.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1994af6215,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1994af6215.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1994af6215.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1ab5f078f6,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1ab5f078f6.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1ab5f078f6.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,1b1a2dcaea,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1b1a2dcaea.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1b1a2dcaea.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,1b6fd8d255,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1b6fd8d255.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1b6fd8d255.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1bac343cea,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1bac343cea.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1bac343cea.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,1cac8dba16,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1cac8dba16.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1cac8dba16.npy,"(40, 512, 512)","(40, 512, 512)",float32,uint8,
Segmented Scans,1cb11e92e9,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1cb11e92e9.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1cb11e92e9.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,1cd202a3cc,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1cd202a3cc.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1cd202a3cc.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1cd4dc2348,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1cd4dc2348.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1cd4dc2348.npy,"(34, 512, 512)","(34, 512, 512)",float32,uint8,
Segmented Scans,1cea750ed3,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1cea750ed3.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1cea750ed3.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,1d0d7ed17e,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1d0d7ed17e.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1d0d7ed17e.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1d4b740107,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1d4b740107.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1d4b740107.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1daf0af29d,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1daf0af29d.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1daf0af29d.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,1dfb0e8b50,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1dfb0e8b50.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1dfb0e8b50.npy,"(30, 512, 512)","(30, 512, 512)",float32,uint8,
Segmented Scans,1e3eda186e,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1e3eda186e.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1e3eda186e.npy,"(36, 512, 512)","(36, 512, 512)",float32,uint8,
Segmented Scans,1e79e4e1bd,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1e79e4e1bd.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1e79e4e1bd.npy,"(38, 512, 512)","(38, 512, 512)",float32,uint8,
Segmented Scans,1f78c58a32,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1f78c58a32.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1f78c58a32.npy,"(32, 512, 512)","(32, 512, 512)",float32,uint8,
Segmented Scans,1f7d35d073,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/1f7d35d073.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/1f7d35d073.npy,"(28, 512, 512)","(28, 512, 512)",float32,uint8,
Segmented Scans,204c5fedba,ok,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/ct_scans/204c5fedba.npy,/content/work_ct_seg_1500_raw/CT-Seg-1500-Raw-NPY/Segmented Scans/masks/204c5fedba.npy,"(48, 512, 512)","(48, 512, 512)",float32,uint8,
