source_dataset,original_stem,final_case_id,ct_src,mask_src,ct_dst,mask_dst
BHSD,ID_39e94772_ID_f1a5ef6a24,ID_39e94772_ID_f1a5ef6a24,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_39e94772_ID_f1a5ef6a24.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_39e94772_ID_f1a5ef6a24.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_39e94772_ID_f1a5ef6a24.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_39e94772_ID_f1a5ef6a24.nii.gz
BHSD,ID_3bda60be_ID_067209cc9a,ID_3bda60be_ID_067209cc9a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_3bda60be_ID_067209cc9a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_3bda60be_ID_067209cc9a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_3bda60be_ID_067209cc9a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_3bda60be_ID_067209cc9a.nii.gz
BHSD,ID_3be7cc35_ID_cf2643c5a8,ID_3be7cc35_ID_cf2643c5a8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_3be7cc35_ID_cf2643c5a8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_3be7cc35_ID_cf2643c5a8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_3be7cc35_ID_cf2643c5a8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_3be7cc35_ID_cf2643c5a8.nii.gz
BHSD,ID_3dab46e7_ID_e837f87e46,ID_3dab46e7_ID_e837f87e46,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_3dab46e7_ID_e837f87e46.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_3dab46e7_ID_e837f87e46.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_3dab46e7_ID_e837f87e46.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_3dab46e7_ID_e837f87e46.nii.gz
BHSD,ID_3e481fc5_ID_750530c215,ID_3e481fc5_ID_750530c215,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_3e481fc5_ID_750530c215.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_3e481fc5_ID_750530c215.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_3e481fc5_ID_750530c215.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_3e481fc5_ID_750530c215.nii.gz
BHSD,ID_41a55df8_ID_ca0abe844a,ID_41a55df8_ID_ca0abe844a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_41a55df8_ID_ca0abe844a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_41a55df8_ID_ca0abe844a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_41a55df8_ID_ca0abe844a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_41a55df8_ID_ca0abe844a.nii.gz
BHSD,ID_4681a956_ID_5b133aa2c0,ID_4681a956_ID_5b133aa2c0,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_4681a956_ID_5b133aa2c0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_4681a956_ID_5b133aa2c0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_4681a956_ID_5b133aa2c0.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_4681a956_ID_5b133aa2c0.nii.gz
BHSD,ID_46cd34ad_ID_3003623499,ID_46cd34ad_ID_3003623499,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_46cd34ad_ID_3003623499.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_46cd34ad_ID_3003623499.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_46cd34ad_ID_3003623499.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_46cd34ad_ID_3003623499.nii.gz
BHSD,ID_47aa2b3a_ID_95a9953aba,ID_47aa2b3a_ID_95a9953aba,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_47aa2b3a_ID_95a9953aba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_47aa2b3a_ID_95a9953aba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_47aa2b3a_ID_95a9953aba.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_47aa2b3a_ID_95a9953aba.nii.gz
BHSD,ID_495ac92a_ID_4daa7b9cc7,ID_495ac92a_ID_4daa7b9cc7,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_495ac92a_ID_4daa7b9cc7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_495ac92a_ID_4daa7b9cc7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_495ac92a_ID_4daa7b9cc7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_495ac92a_ID_4daa7b9cc7.nii.gz
BHSD,ID_4a16396b_ID_1f3e0c2c5c,ID_4a16396b_ID_1f3e0c2c5c,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_4a16396b_ID_1f3e0c2c5c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_4a16396b_ID_1f3e0c2c5c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_4a16396b_ID_1f3e0c2c5c.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_4a16396b_ID_1f3e0c2c5c.nii.gz
BHSD,ID_4e227c9c_ID_d8607fa88e,ID_4e227c9c_ID_d8607fa88e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_4e227c9c_ID_d8607fa88e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_4e227c9c_ID_d8607fa88e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_4e227c9c_ID_d8607fa88e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_4e227c9c_ID_d8607fa88e.nii.gz
BHSD,ID_4e25e744_ID_b0275c19cd,ID_4e25e744_ID_b0275c19cd,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_4e25e744_ID_b0275c19cd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_4e25e744_ID_b0275c19cd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_4e25e744_ID_b0275c19cd.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_4e25e744_ID_b0275c19cd.nii.gz
BHSD,ID_4ec93c83_ID_b76a4106f8,ID_4ec93c83_ID_b76a4106f8,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_4ec93c83_ID_b76a4106f8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_4ec93c83_ID_b76a4106f8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_4ec93c83_ID_b76a4106f8.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_4ec93c83_ID_b76a4106f8.nii.gz
BHSD,ID_50b54af0_ID_fbeeed4370,ID_50b54af0_ID_fbeeed4370,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_50b54af0_ID_fbeeed4370.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_50b54af0_ID_fbeeed4370.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_50b54af0_ID_fbeeed4370.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_50b54af0_ID_fbeeed4370.nii.gz
BHSD,ID_5117f9bf_ID_14d96feecf,ID_5117f9bf_ID_14d96feecf,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_5117f9bf_ID_14d96feecf.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_5117f9bf_ID_14d96feecf.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_5117f9bf_ID_14d96feecf.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_5117f9bf_ID_14d96feecf.nii.gz
BHSD,ID_552aabb9_ID_152fdcf86e,ID_552aabb9_ID_152fdcf86e,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_552aabb9_ID_152fdcf86e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_552aabb9_ID_152fdcf86e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_552aabb9_ID_152fdcf86e.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_552aabb9_ID_152fdcf86e.nii.gz
BHSD,ID_55742eb7_ID_7d5ad548ca,ID_55742eb7_ID_7d5ad548ca,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_55742eb7_ID_7d5ad548ca.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_55742eb7_ID_7d5ad548ca.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_55742eb7_ID_7d5ad548ca.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_55742eb7_ID_7d5ad548ca.nii.gz
BHSD,ID_56983eda_ID_a1eb0918d6,ID_56983eda_ID_a1eb0918d6,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_56983eda_ID_a1eb0918d6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_56983eda_ID_a1eb0918d6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_56983eda_ID_a1eb0918d6.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_56983eda_ID_a1eb0918d6.nii.gz
BHSD,ID_56faaf6f_ID_dd8f688dff,ID_56faaf6f_ID_dd8f688dff,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_56faaf6f_ID_dd8f688dff.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_56faaf6f_ID_dd8f688dff.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_56faaf6f_ID_dd8f688dff.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_56faaf6f_ID_dd8f688dff.nii.gz
BHSD,ID_58d2ebfa_ID_76487f508f,ID_58d2ebfa_ID_76487f508f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_58d2ebfa_ID_76487f508f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_58d2ebfa_ID_76487f508f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_58d2ebfa_ID_76487f508f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_58d2ebfa_ID_76487f508f.nii.gz
BHSD,ID_5910d129_ID_094eb98167,ID_5910d129_ID_094eb98167,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_5910d129_ID_094eb98167.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_5910d129_ID_094eb98167.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_5910d129_ID_094eb98167.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_5910d129_ID_094eb98167.nii.gz
BHSD,ID_596dfbc1_ID_fe7dab2602,ID_596dfbc1_ID_fe7dab2602,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_596dfbc1_ID_fe7dab2602.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_596dfbc1_ID_fe7dab2602.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_596dfbc1_ID_fe7dab2602.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_596dfbc1_ID_fe7dab2602.nii.gz
BHSD,ID_5adb32dc_ID_35dd6d3d56,ID_5adb32dc_ID_35dd6d3d56,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_5adb32dc_ID_35dd6d3d56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_5adb32dc_ID_35dd6d3d56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_5adb32dc_ID_35dd6d3d56.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_5adb32dc_ID_35dd6d3d56.nii.gz
BHSD,ID_5ca2154a_ID_d4984e0dcc,ID_5ca2154a_ID_d4984e0dcc,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_5ca2154a_ID_d4984e0dcc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_5ca2154a_ID_d4984e0dcc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_5ca2154a_ID_d4984e0dcc.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_5ca2154a_ID_d4984e0dcc.nii.gz
BHSD,ID_5e405f44_ID_7a773f615f,ID_5e405f44_ID_7a773f615f,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_5e405f44_ID_7a773f615f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_5e405f44_ID_7a773f615f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_5e405f44_ID_7a773f615f.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_5e405f44_ID_7a773f615f.nii.gz
BHSD,ID_5f53ab26_ID_f1c7d54a53,ID_5f53ab26_ID_f1c7d54a53,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_5f53ab26_ID_f1c7d54a53.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_5f53ab26_ID_f1c7d54a53.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_5f53ab26_ID_f1c7d54a53.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_5f53ab26_ID_f1c7d54a53.nii.gz
BHSD,ID_63862d24_ID_24f0f2ff02,ID_63862d24_ID_24f0f2ff02,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_63862d24_ID_24f0f2ff02.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_63862d24_ID_24f0f2ff02.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_63862d24_ID_24f0f2ff02.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_63862d24_ID_24f0f2ff02.nii.gz
BHSD,ID_66a9a60e_ID_3a4f389a07,ID_66a9a60e_ID_3a4f389a07,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_66a9a60e_ID_3a4f389a07.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_66a9a60e_ID_3a4f389a07.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_66a9a60e_ID_3a4f389a07.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_66a9a60e_ID_3a4f389a07.nii.gz
BHSD,ID_6874ab42_ID_209e53bf66,ID_6874ab42_ID_209e53bf66,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6874ab42_ID_209e53bf66.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6874ab42_ID_209e53bf66.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6874ab42_ID_209e53bf66.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6874ab42_ID_209e53bf66.nii.gz
BHSD,ID_693f2d48_ID_06a88c0e8b,ID_693f2d48_ID_06a88c0e8b,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_693f2d48_ID_06a88c0e8b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_693f2d48_ID_06a88c0e8b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_693f2d48_ID_06a88c0e8b.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_693f2d48_ID_06a88c0e8b.nii.gz
BHSD,ID_69b19057_ID_44d0da38f2,ID_69b19057_ID_44d0da38f2,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_69b19057_ID_44d0da38f2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_69b19057_ID_44d0da38f2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_69b19057_ID_44d0da38f2.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_69b19057_ID_44d0da38f2.nii.gz
BHSD,ID_69e721e0_ID_a6f36605d7,ID_69e721e0_ID_a6f36605d7,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_69e721e0_ID_a6f36605d7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_69e721e0_ID_a6f36605d7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_69e721e0_ID_a6f36605d7.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_69e721e0_ID_a6f36605d7.nii.gz
BHSD,ID_6a6976ae_ID_97ae10a424,ID_6a6976ae_ID_97ae10a424,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6a6976ae_ID_97ae10a424.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6a6976ae_ID_97ae10a424.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6a6976ae_ID_97ae10a424.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6a6976ae_ID_97ae10a424.nii.gz
BHSD,ID_6bb6dd02_ID_dd6370b417,ID_6bb6dd02_ID_dd6370b417,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6bb6dd02_ID_dd6370b417.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6bb6dd02_ID_dd6370b417.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6bb6dd02_ID_dd6370b417.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6bb6dd02_ID_dd6370b417.nii.gz
BHSD,ID_6c70bf18_ID_3915fd7d41,ID_6c70bf18_ID_3915fd7d41,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6c70bf18_ID_3915fd7d41.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6c70bf18_ID_3915fd7d41.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6c70bf18_ID_3915fd7d41.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6c70bf18_ID_3915fd7d41.nii.gz
BHSD,ID_6c85adda_ID_86bc0ab248,ID_6c85adda_ID_86bc0ab248,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6c85adda_ID_86bc0ab248.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6c85adda_ID_86bc0ab248.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6c85adda_ID_86bc0ab248.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6c85adda_ID_86bc0ab248.nii.gz
BHSD,ID_6caf8d60_ID_3634a47122,ID_6caf8d60_ID_3634a47122,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6caf8d60_ID_3634a47122.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6caf8d60_ID_3634a47122.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6caf8d60_ID_3634a47122.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6caf8d60_ID_3634a47122.nii.gz
BHSD,ID_6fcd55db_ID_9ed6724906,ID_6fcd55db_ID_9ed6724906,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_6fcd55db_ID_9ed6724906.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_6fcd55db_ID_9ed6724906.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_6fcd55db_ID_9ed6724906.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_6fcd55db_ID_9ed6724906.nii.gz
BHSD,ID_727c946e_ID_e1fd84171a,ID_727c946e_ID_e1fd84171a,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_727c946e_ID_e1fd84171a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_727c946e_ID_e1fd84171a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_727c946e_ID_e1fd84171a.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_727c946e_ID_e1fd84171a.nii.gz
BHSD,ID_73cae446_ID_852cb06998,ID_73cae446_ID_852cb06998,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/ct_scans/ID_73cae446_ID_852cb06998.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/Sources Datasets/BHSD/masks/ID_73cae446_ID_852cb06998.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/ct_scans/ID_73cae446_ID_852cb06998.nii.gz,/Volumes/DATA exFAT/CT-Seg1500 Source Datasets/CT-Seg1500-Raw/masks/ID_73cae446_ID_852cb06998.nii.gz
